UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C013,F1C013,XF1C016,F1C016,XF1C014,F1C014,XF1C017,F1C017,XF1C015,F1C015,XF1C021,F1C021,XF1C022,F1C022,XF1C023,F1C023,XF1C026,F1C026,XF1C024,F1C024,XF1C027,F1C027,XF1C025,F1C025,XF1C031,F1C031,XF1C032,F1C032,XF1C033,F1C033,XF1C036,F1C036,XF1C034,F1C034,XF1C037,F1C037,XF1C035,F1C035,XF1C051,F1C051,XF1C052,F1C052,XF1C053,F1C053,XF1C056,F1C056,XF1C054,F1C054,XF1C057,F1C057,XF1C055,F1C055,XF1C061,F1C061,XF1C062,F1C062,XF1C063,F1C063,XF1C066,F1C066,XF1C064,F1C064,XF1C067,F1C067,XF1C065,F1C065,XF1C071,F1C071,XF1C072,F1C072,XF1C073,F1C073,XF1C076,F1C076,XF1C074,F1C074,XF1C077,F1C077,XF1C075,F1C075,XF1C081,F1C081,XF1C082,F1C082,XF1C083,F1C083,XF1C086,F1C086,XF1C084,F1C084,XF1C087,F1C087,XF1C085,F1C085,XF1C101,F1C101,XF1C105,F1C105,XF1C111,F1C111,XF1C112,F1C112,XF1C113,F1C113,XF1C116,F1C116,XF1C114,F1C114,XF1C117,F1C117,XF1C115,F1C115,XF1C121,F1C121,XF1C122,F1C122,XF1C123,F1C123,XF1C126,F1C126,XF1C124,F1C124,XF1C127,F1C127,XF1C125,F1C125,XF1C131,F1C131,XF1C132,F1C132,XF1C133,F1C133,XF1C136,F1C136,XF1C134,F1C134,XF1C137,F1C137,XF1C135,F1C135,XF1C141,F1C141,XF1C142,F1C142,XF1C143,F1C143,XF1C146,F1C146,XF1C144,F1C144,XF1C147,F1C147,XF1C145,F1C145,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C196,F1C196,XF1C194,F1C194,XF1C197,F1C197,XF1C195,F1C195,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,F1FHA,XF1H01,F1H01,XF1H02,F1H02   
440244,"R",9434121,"R",24609949,"R",0,"R",24609949,"R",34044070,"R",1372800,"R",1175632,"R",2548432,"R",8093800,"R",991108,"R",9084908,"R",11633340,"R",14820208,"R",1701,"R",0,"R",7588821,"R",22410730,"R",1975760,"R",0,"R",26892060,"R",1749956,"R",323141,"R",30940917,"R",6330968,"Z",0,"Z",0,"R",8776773,"R",386907,"R",536410,"R",42238,"Z",0,"R",42238,"R",600940,"A",,"Z",0,"A",,"R",252014,"R",10595282,"Z",0,"R",6287666,"Z",0,"R",14649403,"R",1766565,"Z",0,"R",0,"Z",0,"R",0,"R",22703634,"R",33298916,"R",0,"R",0,"R",0,"R",0,"R",0,"R",33298916,"R",13813581,"R",7962685,"R",1893410,"R",1945778,"R",463443,"R",235261,"R",1313004,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",505025,"R",84668,"R",25607,"R",37711,"R",9952,"R",5173,"R",341914,"R",1636579,"R",676121,"R",236082,"R",267995,"R",63831,"R",32403,"R",360147,"R",2316302,"R",1224564,"R",438686,"R",338326,"R",80582,"R",40907,"R",193237,"R",4018837,"R",1265743,"R",542309,"R",541593,"R",128996,"R",65483,"R",1474713,"R",0,"Z",0,"Z",0,"R",-3131403,"Z",0,"Z",0,"R",3131403,"R",10944216,"R",10944216,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",64375,"R",0,"R",0,"R",0,"R",0,"R",0,"R",64375,"R",33298915,"R",11213781,"R",3136094,"R",0,"R",746804,"R",379227,"R",17823009,"R",33298916,"R",33298915,"R",1,"R",22410729,"R",0,"R",22410730,"R",14300785,"R",214068,"R",1766565,"R",0,"R",9738,"R",302083,"R",16593239,"R",5649023,"R",0,"R",5649023,"R",10944216,2 ,"A",,"A",
440402,"R",7351776,"R",21140765,"R",1953780,"R",23094545,"R",30446321,"R",230000,"R",1378632,"R",1608632,"R",5580000,"R",76371,"R",5656371,"R",7265003,"R",15330765,"R",317501,"R",0,"R",7533052,"R",23181318,"R",474423,"R",2332683,"R",25333775,"R",3131211,"R",285443,"R",31557535,"R",10416770,"R",0,"R",0,"R",2558632,"R",1819795,"R",489093,"R",0,"R",0,"R",0,"R",379224,"A",,"R",0,"A",,"R",97322,"R",5344066,"R",0,"R",7352515,"R",922152,"R",3288045,"R",483139,"R",0,"R",21800,"R",78122,"R",694409,"R",12840182,"R",18184248,"R",98000,"R",200000,"R",0,"R",70089,"R",368089,"R",18552337,"R",6135602,"R",3273013,"R",1000765,"R",268986,"R",457120,"R",112081,"R",1023637,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1144499,"R",633184,"R",187734,"R",58475,"R",99374,"R",24365,"R",141367,"R",1100997,"R",579785,"R",225018,"R",52628,"R",89437,"R",21929,"R",132200,"R",5835797,"R",2473811,"R",804516,"R",204664,"R",347809,"R",85279,"R",1919718,"R",0,"R",0,"R",0,"R",-584753,"R",0,"R",0,"R",584753,"R",1989745,"R",1989745,"R",581214,"R",31205,"R",9304,"R",0,"R",0,"R",0,"R",540705,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16787854,"R",6990998,"R",2227337,"R",0,"R",993740,"R",243654,"R",6332125,"R",18552337,"R",16787854,"R",1764483,"R",21416835,"R",0,"R",23181318,"R",3258695,"R",29350,"R",483139,"R",0,"R",0,"R",57591,"R",3828775,"R",1791548,"R",47482,"R",1839030,"R",1989745,2 ,"A",,"A",
440624,"R",4932343,"R",1124035,"R",3148481,"R",4272516,"R",9204859,"R",20746,"R",1036213,"R",1056959,"R",0,"R",4360581,"R",4360581,"R",5417540,"R",3868423,"R",1421354,"R",300000,"R",-1802458,"R",3787319,"R",2744388,"R",0,"R",111367,"R",1012668,"R",0,"R",3868423,"R",2115099,"R",0,"R",0,"R",3045608,"R",1175470,"R",826261,"R",5853,"Z",0,"R",5853,"R",109840,"A",,"R",18368,"A",,"R",1534097,"R",6715497,"R",0,"R",4937832,"R",0,"R",6290812,"R",0,"R",0,"R",0,"R",0,"R",48228,"R",11276872,"R",17992369,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17992369,"R",5608202,"R",3646636,"R",1045692,"R",592104,"R",0,"R",0,"R",323770,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1127760,"R",571819,"R",133804,"R",122784,"R",0,"R",0,"R",299353,"R",1176004,"R",822456,"R",203446,"R",29962,"R",0,"R",0,"R",120140,"R",4358075,"R",1957659,"R",600006,"R",1124264,"R",0,"R",0,"R",676146,"R",0,"R",0,"R",0,"R",-1869114,"R",238436,"R",0,"R",1630678,"R",3767912,"R",3767912,"R",983,"R",0,"R",0,"R",0,"R",0,"R",0,"R",983,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",608613,"R",0,"R",0,"R",0,"R",0,"R",0,"R",608613,"R",16647549,"R",6998570,"R",1982948,"R",0,"R",238436,"R",0,"R",7427595,"R",17992369,"R",16647549,"R",1344820,"R",2442499,"R",0,"R",3787319,"R",3566157,"R",196516,"R",5239,"R",0,"R",0,"R",2809645,"R",6577557,"R",2809645,"R",0,"R",2809645,"R",3767912,1 ,"R",300000,"R",358966
440730,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2105744,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"Z",0,"A",,"R",0,"R",2105744,"Z",0,"R",0,"Z",0,"R",2606950,"Z",0,"R",47316,"R",0,"Z",0,"R",0,"R",2654266,"R",4760010,"A",,"A",,"A",,"A",,"R",0,"R",4760010,"R",2322595,"R",1269255,"R",415270,"Z",0,"R",0,"R",0,"R",638070,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2575034,"R",590197,"R",233174,"R",234627,"Z",0,"Z",0,"R",1517036,"R",0,"Z",0,"Z",0,"R",-234627,"Z",0,"Z",0,"R",234627,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4897629,"R",1859452,"R",648444,"R",0,"R",0,"R",0,"R",2389733,"A",,"A",,"A",,"A",,"A",,"A",,"R",1933606,"R",673344,"R",0,"R",34148,"R",13168,"R",0,"R",2654266,"R",2654266,"R",0,"R",2654266,"Z",0,-2 ,"A",,"A",
441070,"R",1275105,"R",0,"R",0,"R",0,"R",1275105,"R",0,"R",664326,"R",664326,"R",0,"R",0,"R",0,"R",664326,"R",0,"R",0,"R",111059,"R",499720,"R",610779,"R",0,"R",0,"R",128914,"R",208324,"R",0,"R",337238,"R",120601,"R",0,"R",0,"R",65566,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"A",,"R",0,"R",65566,"R",0,"R",0,"R",534517,"R",26944,"R",0,"R",0,"R",0,"R",0,"R",0,"R",561461,"R",627027,"R",0,"R",0,"R",0,"R",0,"R",0,"R",627027,"R",157529,"R",113330,"R",44199,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",88326,"R",63544,"R",24782,"Z",0,"Z",0,"Z",0,"R",0,"R",343664,"R",247240,"R",96424,"Z",0,"Z",0,"Z",0,"R",0,"R",282725,"R",203399,"R",79326,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",872244,"R",627513,"R",244731,"R",0,"R",0,"R",0,"R",0,"R",627027,"R",872244,"R",-245217,"R",456904,"R",399092,"R",610779,"R",20350,"R",0,"R",0,"R",0,"R",0,"R",0,"R",20350,"R",20350,"R",0,"R",20350,"R",0,1 ,"R",110987,"R",111059
441210,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",931512,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"Z",0,"A",,"R",0,"R",931512,"R",0,"R",0,"R",0,"R",241477,"R",0,"R",0,"R",0,"R",18055,"R",0,"R",259532,"R",1191044,"A",,"A",,"A",,"A",,"R",0,"R",1191044,"R",605617,"R",377610,"R",77960,"Z",0,"Z",0,"Z",0,"R",150047,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",415490,"R",245389,"R",65772,"Z",0,"Z",0,"Z",0,"R",104329,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",1021107,"R",622999,"R",143732,"R",0,"R",0,"R",0,"R",254376,"A",,"A",,"A",,"A",,"A",,"A",,"R",241477,"R",0,"R",0,"R",0,"R",0,"R",0,"R",241477,"R",241477,"R",0,"R",241477,"R",0,-2 ,"A",,"A",
441317,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",152000,"Z",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"R",0,"R",152000,"R",0,"R",475000,"R",0,"R",64000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",539000,"R",691000,"A",,"A",,"A",,"A",,"R",0,"R",691000,"R",209000,"R",141000,"R",68000,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",108000,"R",72000,"R",35000,"Z",0,"Z",0,"Z",0,"R",1000,"R",10913,"R",7304,"R",3609,"Z",0,"Z",0,"Z",0,"R",0,"R",370000,"R",248000,"R",121000,"Z",0,"Z",0,"Z",0,"R",1000,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",697913,"R",468304,"R",227609,"R",0,"R",0,"R",0,"R",2000,"A",,"A",,"A",,"A",,"A",,"A",,"R",64000,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",64000,"R",64000,"R",0,"R",64000,"R",0,-2 ,"A",,"A",
441335,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",136573,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"R",0,"R",136573,"R",0,"R",381285,"R",0,"R",37813,"R",0,"R",0,"R",0,"R",0,"R",0,"R",419098,"R",555671,"A",,"A",,"A",,"A",,"R",12106,"R",567777,"R",376311,"R",230874,"R",145437,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",99943,"R",73848,"R",26095,"Z",0,"Z",0,"Z",0,"R",0,"R",11820,"R",8172,"R",3648,"Z",0,"Z",0,"Z",0,"R",0,"R",479968,"R",322414,"R",157554,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",968042,"R",635308,"R",332734,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",37813,"R",0,"R",0,"R",0,"R",0,"R",0,"R",37813,"R",37813,"R",0,"R",37813,"R",0,-2 ,"A",,"A",
441353,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",43840,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"Z",0,"A",,"R",0,"R",43840,"Z",0,"R",237040,"R",0,"R",23799,"R",0,"R",0,"R",0,"R",0,"R",0,"R",260839,"R",304679,"A",,"A",,"A",,"A",,"R",5371,"R",310050,"R",237040,"R",143798,"R",93242,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5371,"R",5371,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",242411,"R",149169,"R",93242,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",23799,"R",0,"R",0,"R",0,"R",0,"R",0,"R",23799,"R",0,"R",23799,"R",23799,"R",0,-2 ,"A",,"A",
441414,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",182376,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",17080,"A",,"R",0,"R",199456,"R",0,"R",0,"R",0,"R",429513,"R",36636,"R",55900,"R",678,"R",2760,"R",0,"R",525487,"R",724943,"A",,"A",,"A",,"A",,"R",0,"R",724943,"R",1294952,"R",1192750,"R",102202,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9739,"R",8668,"R",1071,"R",0,"R",0,"R",0,"R",0,"R",51101,"R",43322,"R",7779,"R",0,"R",0,"R",0,"R",0,"R",35003,"R",29664,"R",5339,"R",0,"R",0,"R",0,"R",0,"R",72241,"R",61222,"R",11019,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",255966,"R",255966,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1719002,"R",1335626,"R",127410,"R",0,"R",0,"R",0,"R",255966,"A",,"A",,"A",,"A",,"A",,"A",,"R",253900,"R",175613,"R",36636,"R",55900,"R",0,"R",0,"R",522049,"R",266083,"R",0,"R",266083,"R",255966,-2 ,"A",,"A",
441593,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",420985,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",802,"A",,"R",0,"R",421787,"Z",0,"R",0,"Z",0,"R",185652,"R",6190,"Z",0,"R",0,"Z",0,"R",0,"R",191842,"R",613629,"A",,"A",,"A",,"A",,"R",0,"R",613629,"R",548134,"R",161312,"R",48883,"Z",0,"R",0,"R",0,"R",337939,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",548134,"R",161312,"R",48883,"R",0,"R",0,"R",0,"R",337939,"A",,"A",,"A",,"A",,"A",,"A",,"R",185652,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",185652,"R",185652,"R",0,"R",185652,"R",0,-2 ,"A",,"A",
441672,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",53319,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"R",0,"R",53319,"R",0,"R",0,"R",0,"R",53845,"Z",0,"Z",0,"R",0,"Z",0,"R",0,"R",53845,"R",107164,"A",,"A",,"A",,"A",,"R",0,"R",107164,"R",73398,"R",51116,"R",18378,"Z",0,"Z",0,"Z",0,"R",3904,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",0,"R",73398,"R",51116,"R",18378,"R",0,"R",0,"R",0,"R",3904,"A",,"A",,"A",,"A",,"A",,"A",,"R",53845,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",53845,"R",53845,"R",0,"R",53845,"R",0,-2 ,"A",,"A",
441760,"R",17103392,"R",9294541,"R",5297661,"R",14592202,"R",31695594,"Z",0,"R",8732788,"R",8732788,"Z",0,"R",269322,"R",269322,"R",9002110,"R",14592202,"Z",0,"Z",0,"R",8101282,"R",22693484,"R",1848840,"Z",0,"R",16227358,"R",5183647,"R",3448821,"R",26708666,"R",13365267,"Z",0,"R",1248803,"R",9507742,"R",1435640,"Z",0,"R",386999,"R",386999,"Z",0,"R",164940,"A",,"Z",0,"A",,"R",0,"R",11495321,"Z",0,"R",11150560,"Z",0,"R",5096197,"Z",0,"Z",0,"R",435338,"R",23728,"R",0,"R",16705823,"R",28201144,"R",2332463,"Z",0,"Z",0,"R",3612231,"R",5944694,"R",34145838,"R",12401590,"R",7396416,"R",2195146,"R",756799,"R",685939,"Z",0,"R",1367290,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",661492,"R",180159,"R",47903,"R",88172,"R",16392,"Z",0,"R",328866,"R",378262,"R",270983,"R",70363,"R",14851,"R",15071,"Z",0,"R",6994,"R",1655422,"R",488520,"R",133084,"R",238583,"R",44356,"Z",0,"R",750879,"R",4148699,"R",1724839,"R",464685,"R",849601,"R",158136,"Z",0,"R",951438,"R",0,"R",381580,"R",115615,"R",-3999872,"R",34713,"Z",0,"R",3467964,"R",3720260,"R",3720260,"R",2473277,"R",103869,"R",25517,"R",51866,"R",9643,"Z",0,"R",2282382,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",8620270,"R",0,"R",0,"R",2000000,"R",0,"R",0,"R",6620270,"R",34059272,"R",10546366,"R",3052313,"R",0,"R",964250,"R",0,"R",19496343,"R",34145838,"R",34059272,"R",86566,"R",22613418,"R",-6500,"R",22693484,"R",5096197,"R",122420,"R",622230,"Z",0,"R",341325,"R",240829,"R",6423001,"R",2379965,"R",322776,"R",2702741,"R",3720260,1 ,"R",1585966,"R",1649369
441894,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2691,"R",30891,"R",900000,"R",145000,"R",145000,"Z",0,"A",,"A",,"Z",0,"A",,"R",40123,"R",1118705,"R",0,"Z",0,"Z",0,"R",42814,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",42814,"R",1161519,"A",,"A",,"A",,"A",,"R",0,"R",1161519,"R",515705,"R",288795,"R",103141,"R",108298,"R",15471,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",100000,"R",56000,"R",20000,"R",21000,"R",3000,"Z",0,"R",0,"R",300000,"R",168000,"R",60000,"R",63000,"R",9000,"Z",0,"R",0,"R",118000,"R",66080,"R",23600,"R",24780,"R",3540,"Z",0,"R",0,"R",85000,"R",47600,"R",17000,"R",17850,"R",2550,"Z",0,"R",0,"R",0,"R",131560,"R",46986,"R",-234928,"R",3141,"Z",0,"R",53241,"R",12086,"R",12086,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1130791,"R",758035,"R",270727,"R",0,"R",36702,"R",0,"R",65327,"A",,"A",,"A",,"A",,"A",,"A",,"R",42814,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",42814,"R",30728,"R",0,"R",30728,"R",12086,-2 ,"A",,"A",
